formatted_address,name,rating,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,big_list_name,adelaide?,south_australia?,sa?,australia?
"30 Crown Pl, Earl St, London EC2A 4ES, United Kingdom",Pinsent Masons,4.6,51.5208333,-0.0833333,51.52205372989273,-0.08182062010727778,51.51935407010728,-0.08452027989272222,True,pinsent masons,-1,-1,-1,-1
"6/7 Hartnett Cl, Mulgrave VIC 3170, Australia",Fire & Safety Australia Headoffice,4.3,-37.923888,145.14846,-37.92261327010728,145.1500570798927,-37.92531292989273,145.1473574201073,True,gmh fire and safety,-1,-1,-1,36
"7780 Office Plaza Dr S #184, West Des Moines, IA 50266, United States","BKD, LLP",5.0,41.587195,-93.81617659999999,41.58855302989272,-93.81469482010728,41.58585337010727,-93.81739447989271,False,bkd,-1,-1,-1,-1
"9/1 Shelley St, Sydney NSW 2000, Australia",Football Australia,3.4,-33.8661179,151.202022,-33.86485282010728,151.2035993798927,-33.86755247989273,151.2008997201073,True,football federation australia ffa,-1,-1,-1,33
"81/83 Paisley St, Footscray VIC 3011, Australia",McAuley Community Services for Women,4.4,-37.8006913,144.8954769,-37.79921352010727,144.8968523798927,-37.80191317989271,144.8941527201073,True,mcauley community services for women,-1,-1,-1,38
"450 Lexington Ave, New York, NY 10017, United States",Herbert Smith Freehills LLP (New York),3.0,40.7532668,-73.9754425,40.75479037989272,-73.97395952010727,40.75209072010728,-73.97665917989272,,herbert smith freehills,-1,-1,-1,-1
"535 Middlefield Rd #180, Menlo Park, CA 94025, United States",King & Wood Mallesons,5.0,37.4584046,-122.1730517,37.45981817989271,-122.1715630701073,37.45711852010727,-122.1742627298927,,king wood mallesons,-1,-1,-1,-1
"909 1st Ave #400, Seattle, WA 98104, United States",Equal Employment Opportunity,2.1,47.6041204,-122.3364762,47.60558267989272,-122.3348573201073,47.60288302010728,-122.3375569798927,,human rights and equal opportunity commission,-1,-1,-1,-1
"Punt Rd, Richmond VIC 3121, Australia",Aligned Leisure,3.0,-37.8213496,144.9877698,-37.82001237010728,144.9891344798927,-37.82271202989272,144.9864348201073,True,aligned leisure,-1,-1,-1,28
"3301 Seaway Blvd Suite 100, Everett, WA 98203, United States",Canteen Vending Services,2.3,47.9391075,-122.2799286,47.94046402989272,-122.2785791201073,47.93776437010727,-122.2812787798927,False,canteen,-1,-1,-1,-1
"2722 Colby Ave # 125, Everett, WA 98201, United States",Catapult Software Training Center,0.0,47.98086929999999,-122.2089857,47.98210807989273,-122.2076545701073,47.97940842010728,-122.2103542298927,,catapult sports,-1,-1,-1,-1
"294 Bay Rd, Cheltenham VIC 3192, Australia",iSelect,3.9,-37.9558258,145.0364178,-37.95435987010728,145.0377423798927,-37.95705952989272,145.0350427201072,True,iselect,-1,-1,-1,33
"510 W Georgia St Suite 1800, Vancouver, BC V6B 0M3, Canada",Norton Rose Fulbright,3.6,49.2809904,-123.1169994,49.28227152989273,-123.1156995701073,49.27957187010728,-123.1183992298927,True,norton rose fulbright,-1,-1,-1,-1
"Level 19/1 Farrer Pl, Sydney NSW 2000, Australia",Grant Samuel,0.0,-33.8645478,151.2112915,-33.86330212010727,151.2125595298927,-33.86600177989271,151.2098598701073,True,grant samuel,-1,-1,-1,39
"Olympic Blvd, Melbourne VIC 3000, Australia",Melbourne & Olympic Parks,4.5,-37.8209274,144.9783288,-37.81905662010727,144.9798189798927,-37.82175627989272,144.9771193201072,True,the melbourne and olympic parks trust,-1,-1,-1,34
"2 Hillcrest Ave, Ringwood VIC 3134, Australia",Horizon Roads Pty Limited,0.0,-37.8163345,145.215956,-37.81502202010727,145.2171337798927,-37.81772167989271,145.2144341201073,,horizon roads pty ltd a,-1,-1,-1,36
"818 S Broadway #1100, Los Angeles, CA 90014, United States",Sensis Agency,5.0,34.0432876,-118.2549624,34.04461782989273,-118.2535828701073,34.04191817010729,-118.2562825298927,,sensis,-1,-1,-1,-1
"4 Embarcadero Ctr 24th floor, San Francisco, CA 94111, United States",Lazard Financial Advisory,1.0,37.7952508,-122.3961077,37.79651357989272,-122.3950345701073,37.79381392010728,-122.3977342298927,True,lazard,-1,-1,30,-1
"30 Aughtie Dr, Albert Park VIC 3206, Australia",Melbourne Sports Centres - MSAC,4.4,-37.8430697,144.961884,-37.83877260000001,144.9639339,-37.8476982,144.9601327,True,the state sport centres trust of victoria,-1,-1,-1,37
"5251 California Ave #160, Irvine, CA 92617, United States",Stratosphere - Insurance Marketing Agency,5.0,33.63818,-117.851367,33.63946672989272,-117.8502082201073,33.63676707010728,-117.8529078798928,True,stratosphere advertising agency,-1,-1,-1,-1
"10420 E Riverside Dr #201, Bothell, WA 98011, United States",Element 7 Productions LLC,5.0,47.75664,-122.2005202,47.75777202989272,-122.1992197201073,47.75507237010727,-122.2019193798927,True,film tv,-1,-1,-1,-1
"25/567 Collins St, Melbourne VIC 3000, Australia",Corrs Chambers Westgarth,4.6,-37.8188987,144.9556115,-37.81745667010728,144.9569183298927,-37.82015632989272,144.9542186701073,True,corrs chambers,-1,-1,-1,39
"Kids with an Edge, 9536 Densmore Ave N, Seattle, WA 98103, United States","Kids With An Edge Math and Reading Tutoring, Computer Classes and Early Learning Center",5.0,47.6988972,-122.3374319,47.70024657989273,-122.3361313701073,47.69754692010729,-122.3388310298927,True,edge early learning,-1,-1,-1,-1
"424 2nd Ave W, Seattle, WA 98119, United States",Publicis Seattle,4.8,47.6226856,-122.3590948,47.62423532989271,-122.3578102701073,47.62153567010727,-122.3605099298927,True,publicis media,-1,-1,-1,-1
"644 Beacon St, Boston, MA 02215, United States",Cornwall's,4.4,42.34943639999999,-71.09571009999999,42.35063027989271,-71.09441607010727,42.34793062010727,-71.09711572989272,True,cornwalls,-1,-1,-1,-1
"13/15 William St, Melbourne VIC 3000, Australia",First State Super,0.0,-37.8190694,144.9591985,-37.81759297010728,144.9604065798927,-37.82029262989272,144.9577069201073,True,first state superannuation,-1,-1,-1,38
"10 Elliot Dr, Stapylton QLD 4207, Australia",Triple M Tray Bodies,4.6,-27.7468681,153.2384643,-27.74565642010728,153.2399093798928,-27.74835607989272,153.2372097201073,True,triple m,-1,-1,-1,34
"Suite 3, Level 3/153 Phillip St, Sydney NSW 2000, Australia",153 Phillip Barristers,1.0,-33.8680922,151.2108271,-33.86682232010727,151.2120162798927,-33.86952197989272,151.2093166201073,True,sue chrysanthou sc,-1,-1,-1,50
"100 Bellevue Way NE, Bellevue, WA 98004, United States",Shoes of Prey Design Studio,0.0,47.6168857,-122.2041641,47.61832152989273,-122.2024734701073,47.61562187010728,-122.2051731298927,,shoes of prey,-1,-1,-1,-1
"9750 NE 120th Pl #4, Kirkland, WA 98034, United States","Paul F Kennedy, DDS",0.0,47.7085172,-122.2111136,47.70983817989272,-122.2096998701073,47.70713852010727,-122.2123995298927,,kennedy,-1,-1,-1,-1
"118 N 36th St Suite B, Seattle, WA 98103, United States",Odd Dog Media,4.9,47.6529368,-122.3568571,47.65424677989272,-122.3555269201073,47.65154712010728,-122.3582265798927,True,odd,-1,-1,-1,-1
"1/28 Bennet Ave, Melrose Park SA 5039, Australia",Cornell Design Pty Ltd,4.3,-34.9909719,138.5785162,-34.98960737010727,138.5799808298927,-34.99230702989271,138.5772811701073,,nuago cornell,-1,-1,30,39
"12612 NE 124th St, Kirkland, WA 98034, United States",Volkswagen of Kirkland,4.4,47.71065309999999,-122.1724541,47.71172002989272,-122.1708226701073,47.70902037010728,-122.1735223298927,True,volkswagen,-1,-1,-1,-1
"Sports House, 375 Albert Rd, Albert Park VIC 3206, Australia",Sports Dietitians Australia,5.0,-37.8424732,144.960229,-37.84085267010728,144.9616913798927,-37.84355232989272,144.9589917201073,True,the collegiate and professional sports dietitians association,-1,-1,-1,51
"500 106th Ave NE, Bellevue, WA 98004, United States",Bellevue Tower Parking Garage - ParkChirp,0.0,47.6145147,-122.1986425,47.61553762989272,-122.1967831701073,47.61283797010728,-122.1994828298927,True,chirp,-1,-1,-1,-1
"Compass, 503 Westlake Ave N 3rd Floor, Seattle, WA 98109, United States",Chris Doucet - Seattle's Greatest Homes,5.0,47.6233739,-122.3388013,47.62470637989272,-122.3372734201073,47.62200672010727,-122.3399730798928,True,doucet,-1,-1,-1,-1
"584 Ebury Pl, Delta, BC V3M 6M8, Canada",EAB Exchange-A-Blade,5.0,49.1601671,-122.9587191,49.16153202989273,-122.9572947201073,49.15883237010728,-122.9599943798927,False,eab,-1,-1,-1,-1
"122 Frome St, Adelaide SA 5000, Australia",MyBudget,4.4,-34.9255763,138.6083749,-34.92423287010727,138.6096067798927,-34.92693252989272,138.6069071201073,True,mybudget,14,-1,23,32
"2 Hindmarsh Square, Adelaide SA 5000, Australia",TABOO Period Products,0.0,-34.9233331,138.6059759,-34.92202682010728,138.6074683798927,-34.92472647989272,138.6047687201073,True,taboo period products co,20,-1,29,38
"100 Montgomery St #1430, San Francisco, CA 94104, United States",Snapfish,1.8,37.790332,-122.401973,37.79166082989271,-122.4007793701073,37.78896117010727,-122.4034790298928,,snapfish,-1,-1,25,-1
"3665 John F Kennedy Pkwy building 2 suite 200, Fort Collins, CO 80525, United States","Snapfish, LLC",3.0,40.5376129,-105.0741628,40.53888212989272,-105.0729004201073,40.53618247010728,-105.0756000798927,False,snapfish,-1,-1,-1,-1
"66 Paramount Blvd, Derrimut VIC 3026, Australia",Vistaprint Australia Pty Ltd,3.2,-37.7886734,144.7760772,-37.78710422010728,144.7774618798927,-37.78980387989272,144.7747622201072,True,vistaprint,-1,-1,-1,38
"204 Division St #1195, Cobourg, ON K9A 4L3, Canada",BDO Canada LLP,4.0,43.9592252,-78.16494809999999,43.96055162989272,-78.16370317010727,43.95785197010728,-78.16640282989272,False,bdo advisory s agtech division,-1,-1,-1,-1
"35 Buckingham St, Surry Hills NSW 2010, Australia",Animal Justice Party,0.0,-33.8868977,151.2072387,-33.88557467010727,151.2087320798927,-33.88827432989272,151.2060324201073,,the animal justice party,-1,-1,-1,40
"1801 Bookpurnong Rd, Loxton SA 5333, Australia",Riverland Wine,4.0,-34.439253,140.5931965,-34.43785747010728,140.5944911798927,-34.44055712989272,140.5917915201073,,the university riverland wine and wine australia,-1,-1,28,37
"Via Laietana, 32, 08003 Barcelona, Spain",Foment del Treball Nacional,4.1,41.3855116,2.1772111,41.38676777989272,2.178437079892723,41.38406812010728,2.175737420107278,False,foment,-1,-1,-1,-1
"13477 Wetmore Rd, San Antonio, TX 78247, United States",Main Street Bar,4.4,29.5638994,-98.4207211,29.56515122989272,-98.4194267701073,29.56245157010727,-98.42212642989273,True,mainstreet sa,-1,-1,18,-1
"Lv4, 121 King William St, Adelaide SA 5000, Australia",Mighty Kingdom,4.8,-34.9259964,138.5994259,-34.92464152010727,138.6008977798927,-34.92734117989271,138.5981981201073,,mighty kingdom,26,-1,35,44
"524 2nd Ave, Seattle, WA 98104, United States",Catapult Strategy,0.0,47.6021381,-122.3318709,47.60341082989272,-122.3307039701073,47.60071117010728,-122.3334036298927,True,catapult,-1,-1,-1,-1
"1001 Marshall St, Redwood City, CA 94063, United States",QIAGEN,5.0,37.4880518,-122.2243949,37.48952147989272,-122.2232304201073,37.48682182010727,-122.2259300798927,True,qiagen,-1,-1,-1,-1
"Keith Smith Ave, Mascot NSW 2020, Australia",REX Regional Express,3.8,-33.9340339,151.178305,-33.93248692010727,151.1800359798927,-33.93518657989272,151.1773363201072,,rex regional airline,-1,-1,-1,34
"South Korea, Seoul, Jung-gu, Myeong-dong, Toegye-ro, 100 스테이트타워남산 24F",BNP Paribas Seoul,0.0,37.5602013,126.9829327,37.56155112989272,126.9842825298927,37.55885147010728,126.9815828701073,,korea first bank,-1,-1,-1,-1
"1117 N Callow Ave, Bremerton, WA 98312, United States",St. Vincent de Paul Thrift Store,4.4,47.5718268,-122.6537162,47.57307782989272,-122.6523130701073,47.57037817010728,-122.6550127298927,True,the vinnie s women s shelter,-1,-1,-1,-1
"20 Aviation Dr #20, Camp Murray, WA 98430, United States",Emergency Management Division,5.0,47.1195922,-122.5649087,47.12074772989273,-122.5635369201073,47.11804807010728,-122.5662365798927,True,the national council for fire and emergency services,-1,-1,-1,-1
"12/180 Phillip St, Sydney NSW 2000, Australia",12 Wentworth Selborne Chambers,4.0,-33.868701,151.2113112,-33.86736387010728,151.2125662798927,-33.87006352989272,151.2098666201073,True,wentworth selborne chambers,-1,-1,-1,36
"901 Officers Row, Vancouver, WA 98661, United States",Empire Hospitality,5.0,45.6288719,-122.662651,45.63035252989273,-122.6612358201073,45.62765287010728,-122.6639354798927,True,the hospitality empire,-1,-1,-1,-1
"Boterstraat 16, 8501 BS Joure, Netherlands",Stichting DayFM,0.0,52.969296,5.794520599999999,52.97063452989272,5.795900729892722,52.96793487010728,5.793201070107278,,dayfm,-1,-1,-1,-1
"Ashmore QLD 4214, Australia",Mega Footy Store,4.4,-27.9874389,153.3611408,-27.98605907010727,153.3624189798927,-27.98875872989272,153.3597193201073,True,nrl footy,-1,-1,-1,18
"7520 NE Bothell Way, Kenmore, WA 98028, United States",Jay's Cafe,4.3,47.7569088,-122.2395379,47.75822407989272,-122.2382007201073,47.75552442010728,-122.2409003798927,True,top rating breakfast,-1,-1,-1,-1
"4125 Piedmont Ave, Oakland, CA 94611, United States",HARPERS BAZAAR,5.0,37.8270561,-122.2522502,37.82827112989272,-122.2507377701073,37.82557147010728,-122.2534374298927,True,harpers bazaar,-1,-1,-1,-1
"Sarah St, West Mackay QLD 4740, Australia",Mackay Community Garden,4.1,-21.144151,149.1558288,-21.14274147010727,149.1573706798928,-21.14544112989272,149.1546710201073,True,the mackay community garden,-1,-1,0,32
"14 Thurgoods Rd, Finch Hatton QLD 4756, Australia",Pandurunga Permaculture Farm,0.0,-21.1120069,148.6334509,-21.11066337010728,148.63622185,-21.11336302989272,148.63252725,,pandurunga permaculture farm,-1,-1,-1,40
"40 Tennyson St, Mackay QLD 4740, Australia",Langfords Hotel,4.3,-21.1456199,149.1900483,-21.14440627010728,149.1913032298927,-21.14710592989272,149.1886035701073,,langford s hotel,-1,-1,-1,33
"12-22 Hoffmans Rd, Essendon VIC 3040, Australia",Keilor East RSL,4.3,-37.7526722,144.8900833,-37.75131607010727,144.8913768298927,-37.75401572989272,144.8886771701073,True,rsl,-1,-1,-1,38
"Corner Heath Road and, Glenella Rd, Glenella QLD 4740, Australia",Mackay Football Park,3.8,-21.1267244,149.1512308,-21.12535695,149.1567068,-21.13082675,149.1461308,True,mackay regional football zone,-1,-1,-1,55
"108 Bridge Rd, South Mackay QLD 4740, Australia",City Brothers FC,4.1,-21.1604209,149.1814954,-21.15882682010728,149.1827070298927,-21.16152647989272,149.1800073701073,,city brothers football club,-1,-1,-1,38
"759 W Peachtree St NW #107, Atlanta, GA 30308, United States",GMSDC,4.4,33.7756614,-84.3862193,33.77715932989272,-84.38476582010728,33.77445967010728,-84.38746547989273,False,mdsdc,-1,-1,-1,-1
"1 Bridge Rd, Mackay QLD 4740, Australia",Mackay Sunrise Rotary,5.0,-21.1647279,149.1962893,-21.16338287010727,149.1975822298927,-21.16608252989272,149.1948825701072,False,rotary club of mackay,-1,-1,-1,30
"555 Nelson St, Vancouver, BC V6B 6R5, Canada",Contemporary Art Gallery,3.9,49.27826270000001,-123.1211278,49.27968862989272,-123.1199431201073,49.27698897010728,-123.1226427798927,True,the contemporary new chapter,-1,-1,-1,-1
"65 Crichtons Rd, Paget QLD 4740, Australia",Resource Industry Network,4.7,-21.1924343,149.1642913,-21.19123902010728,149.1656170298927,-21.19393867989272,149.1629173701073,True,resource industry network,-1,-1,-1,33
"11215 NE 124th St, Kirkland, WA 98034, United States",Rotary Club of Kirkland,0.0,47.7109284,-122.1913178,47.71207662989272,-122.1897572201073,47.70937697010728,-122.1924568798927,False,rotary,-1,-1,-1,-1
"Hibiscus Shopping Centre, 44 Downie Ave, Bucasia QLD 4750, Australia",Puma Bucasia,4.0,-21.0369212,149.1577256,-21.03565912010728,149.1592203298927,-21.03835877989273,149.1565206701073,True,bucasia mobil,-1,-1,-1,59
"301 NE 100th St Suite 102, Seattle, WA 98115, United States",Seattle United,3.8,47.701086,-122.325118,47.70256742989272,-122.3238750701073,47.69986777010728,-122.3265747298927,True,united social clubs,-1,-1,-1,-1
"418A Shakespeare St, West Mackay QLD 4740, Australia",Mackay Women's Centre,4.8,-21.1449821,149.1685562,-21.14379602010728,149.1698030298927,-21.14649567989272,149.1671033701073,True,the mackay women s health and information centre,-1,-1,-1,43
"Harvey St, North Mackay QLD 4740, Australia",Mackay North State School Primary,3.9,-21.12239,149.1838293,-21.12105427010728,149.1852931798927,-21.12375392989273,149.1825935201072,,north mackay state school,-1,-1,-1,34
"Norris Rd, North Mackay QLD 4740, Australia",Fitzgerald State School,4.4,-21.1149935,149.1683201,-21.11363217010728,149.1695777798927,-21.11633182989273,149.1668781201072,True,fitzgerald state school,-1,-1,-1,34
"Lot 3 Tigermoth Rd, Balnagowan QLD 4740, Australia",Mackay and District Aero Modellers,0.0,-21.1252117,149.0217619,-21.12349447010728,149.0230982798927,-21.12619412989272,149.0203986201073,,the mackay and district radio aero modellers club,-1,-1,-1,41
"56 Barton St, Scone NSW 2337, Australia",David Carter Property & Livestock https://www.facebook.com/davidcarterpropertylivestock,5.0,-32.0501287,150.8794716,-32.04875862010729,150.8806627798927,-32.05145827989273,150.8779631201072,True,a cattle property carfax,-1,-1,-1,30
"12095 124th Ave NE, Kirkland, WA 98034, United States",Hibiscus Mediterranean & Egyptian Cuisine,4.6,47.70734849999999,-122.1763465,47.70862692989272,-122.1751088201073,47.70592727010727,-122.1778084798927,True,the hibiscus restaurant,-1,-1,-1,-1
"8344 W Oakland Park Blvd, Sunrise, FL 33351, United States",The Hibiscus,4.1,26.1654115,-80.2601109,26.16678027989272,-80.25869952010727,26.16408062010727,-80.2613991798927,True,the hibiscus restaurant,-1,-1,-1,-1
"3122 Terminal Ave, Everett, WA 98201, United States",PORT OF EVERETT RADIATION PORTAL MONITOR,0.0,47.9756581,-122.2235082,47.9785,-122.21960175,47.97471079999999,-122.22481035,,port authority,-1,-1,-1,-1
"1a/26 Endeavour St, Mackay QLD 4740, Australia",Neptune Spear and Dive,5.0,-21.1437403,149.1934048,-21.14252352010728,149.1950599798928,-21.14522317989272,149.1923603201073,True,mackay downunder skin diving club,-1,-1,-1,37
"281 W Cascade Ave, Sisters, OR 97759, United States",Cuppa Yo Frozen Yogurt Sisters,5.0,44.2911969,-121.5520189,44.29259432989272,-121.5506764201073,44.28989467010728,-121.5533760798927,,the yo sisterhood,-1,-1,-1,-1
"12095 124th Ave NE, Kirkland, WA 98034, United States",Hibiscus Mediterranean & Egyptian Cuisine,4.6,47.70734849999999,-122.1763465,47.70862692989272,-122.1751088201073,47.70592727010727,-122.1778084798927,True,hibiscus,-1,-1,-1,-1
"11215 NE 124th St, Kirkland, WA 98034, United States",Rotary Club of Kirkland,0.0,47.7109284,-122.1913178,47.71207662989272,-122.1897572201073,47.70937697010728,-122.1924568798927,False,carer rotary club,-1,-1,-1,-1
"711 N 35th St, Seattle, WA 98103, United States",Seattle BMX,4.6,47.6502658,-122.3492645,47.65153957989272,-122.3477775201073,47.64883992010728,-122.3504771798927,True,bmx,-1,-1,-1,-1
"8 Martin St, North Mackay QLD 4740, Australia",Corals Down Under,0.0,-21.1299617,149.1915333,-21.12801382010728,149.1929796798927,-21.13071347989272,149.1902800201073,True,mackay downunder,-1,-1,-1,36
"6532 Phinney Ave N, Seattle, WA 98103, United States",Seattle Folklore Society,5.0,47.677133,-122.3539957,47.67859672989272,-122.3526646701073,47.67589707010728,-122.3553643298927,,folklore,-1,-1,-1,-1
"Hannes-Haferkamp-Platz 1, 49084 Osnabrück, Germany",VfL Osnabrück,4.2,52.2802398,8.071333599999999,52.28158962989272,8.072683429892722,52.27888997010727,8.069983770107278,False,vfl,-1,-1,-1,-1
"5238 11th Ave NE #1/2, Seattle, WA 98105, United States",The Territory,5.0,47.6676307,-122.315999,47.66897227989271,-122.3148096701073,47.66627262010727,-122.3175093298928,,territory,-1,-1,-1,-1
"200 Matheson Blvd W #202, Mississauga, ON L5R 3L7, Canada",North American Business College of Sciences & Languages,5.0,43.616432,-79.6762111,43.61764052989272,-79.67478497010728,43.61494087010728,-79.67748462989273,True,nab canada s,-1,-1,32,-1
"425 Lexington Ave #3903, New York, NY 10017, United States",CIBC Commercial Banking Center,0.0,40.7523538,-73.9752163,40.75370657989272,-73.97387312010729,40.75100692010728,-73.97657277989273,False,cibc brazil s,-1,-1,-1,-1
"Av. Sen. Lemos, 1095 - Centro, Belém - PA, 66050-000, Brazil",Agência Itaú,3.2,-1.4337871,-48.4865745,-1.432465620107278,-48.48511352010727,-1.435165279892722,-48.48781317989272,False,itau unibanco,-1,-1,-1,-1
"Arco, ID 83213, United States",EBR-1,4.8,43.5114782,-113.0064115,43.51293762989273,-113.0049536701073,43.51023797010728,-113.0076533298927,False,ebr,-1,-1,-1,-1
"600 Suffolk St, Lowell, MA 01854, United States","Glyscend, Inc.",0.0,42.6493455,-71.3161708,42.65043222989272,-71.31477937010727,42.64773257010728,-71.31747902989272,,glyscend,-1,-1,-1,-1
"3933 Lake Washington Blvd NE Suite 100, Kirkland, WA 98033, United States",Brandon Barkema - Windermere Real Estate,5.0,47.645806,-122.2028792,47.64715292989272,-122.2013435201073,47.64445327010728,-122.2040431798927,True,brandon,-1,-1,-1,-1
"38 Keyes Ave, San Francisco, CA 94129, United States",Breakout Ventures,0.0,37.7995978,-122.4566758,37.80086542989272,-122.4551837201073,37.79816577010727,-122.4578833798927,,breakout labs,-1,-1,14,-1
"1 Port Rd within the Royal Adelaide Hospital, Port Rd, Adelaide SA 5000, Australia",Royal Adelaide Hospital Research Fund,5.0,-34.9208001,138.5872815,-34.91976637010728,138.5888022298927,-34.92246602989272,138.5861025701073,True,royal adelaide hospital clinical trial network,27,-1,64,73
"5/21 North Terrace, Adelaide SA 5000, Australia",CMAX Clinical Research,4.1,-34.9223594,138.5891305,-34.92090427010726,138.5905058298927,-34.92360392989271,138.5878061701072,True,royal adelaide hospital clinical trial network,20,-1,29,38
"1191 2nd Ave #1200, Seattle, WA 98101, United States",Uber Technologies Seattle Engineering Office,3.2,47.6059843,-122.336657,47.60716122989272,-122.3351405201073,47.60446157010728,-122.3378401798927,True,uber pool,-1,-1,-1,-1
"Level 1/685 Burke Rd, Camberwell VIC 3124, Australia",Champions Academy,4.5,-37.8330095,145.0560495,-37.83153462010728,145.0575119798927,-37.83423427989273,145.0548123201073,True,champions academy,-1,-1,-1,43
"991 Kingston Rd, Toronto, ON M4E 1T3, Canada",Ella Minnow Children's Bookstore,4.9,43.6805659,-79.2857779,43.68195987989272,-79.28441362010727,43.67926022010727,-79.28711327989272,False,the little resources minnow,-1,-1,-1,-1
"9801 King George Blvd #121, Surrey, BC V3T 5H6, Canada",Strava College,5.0,49.18110249999999,-122.8461064,49.18258962989272,-122.8445493701073,49.17988997010728,-122.8472490298927,,strava,-1,-1,-1,-1
"1112 S Bailey St, Seattle, WA 98108, United States",Bank of America (with Drive-thru ATM),2.6,47.5479227,-122.3180947,47.54924372989272,-122.3167012201073,47.54654407010728,-122.3194008798927,False,st george bank,-1,-1,-1,-1
"811 Race St 4th Floor, Cincinnati, OH 45202, United States",CityBeat Cincinnati,4.0,39.1048134,-84.5158543,39.10616322989273,-84.51450447010727,39.10346357010729,-84.51720412989272,False,city beat,-1,-1,-1,-1
"20/333 Ann St, Brisbane City QLD 4000, Australia",Energy Super,3.3,-27.4649437,153.0284172,-27.46346997010728,153.0296465798927,-27.46616962989273,153.0269469201073,True,energy super,-1,-1,-1,39
"1 Leaside Park Dr Unit #7, Toronto, ON M4H 1R1, Canada",TNO — The Neighbourhood Organization,4.2,43.7028093,-79.35123779999999,43.70423692989272,-79.34982027010729,43.70153727010728,-79.35251992989272,False,tno,-1,-1,-1,-1
"4750 Roosevelt Way NE Suite 101, Seattle, WA 98105, United States",U.S. Army North Gate Recruiting Station,5.0,47.6646228,-122.3171692,47.66593897989272,-122.3159346701073,47.66323932010727,-122.3186343298927,True,army,-1,-1,-1,-1
"300 Adelaide St E, Toronto, ON M5A 1N1, Canada",Centre for Hospitality and Culinary Arts,5.0,43.6519651,-79.36995189999999,43.65326102989272,-79.36858367010727,43.65056137010728,-79.37128332989272,,the international centre for food hospitality and tourism studies,4,-1,-1,-1
"14/1488 Ferntree Gully Rd, Knoxfield VIC 3180, Australia",South East Melbourne Phoenix,5.0,-37.8989189,145.2439203,-37.89749447010727,145.2453791798927,-37.90019412989272,145.2426795201073,True,south east melbourne phoenix,-1,-1,-1,47
"Level 17/100 Miller St, Sydney NSW 2060, Australia",Central Element,5.0,-33.8378507,151.206698,-33.83651322010728,151.2082345798927,-33.83921287989272,151.2055349201073,True,central element s,-1,-1,-1,41
"319 E Bloomington St, Iowa City, IA 52245, United States","Margaret A. Smollen M.D., P.C.",4.1,41.6644498,-91.53078909999999,41.66582697989272,-91.52945302010728,41.66312732010728,-91.53215267989273,False,shane smollen backed,-1,-1,-1,-1
"2600 SW Barton St, Seattle, WA 98126, United States",Marshalls,4.2,47.5232087,-122.3662934,47.52469832989272,-122.3648916701073,47.52199867010728,-122.3675913298927,True,marshall white,-1,-1,-1,-1
"220 Kirkland Ave, Kirkland, WA 98033, United States",The Heathman Hotel Kirkland,4.5,47.67569719999999,-122.2036667,47.67696037989272,-122.2024212701073,47.67426072010727,-122.2051209298927,True,octagonal hotel,-1,-1,-1,-1
"47 Prospect St, Fortitude Valley QLD 4006, Australia",Spyre Group : Property Projects and Investments,4.3,-27.4504753,153.0391931,-27.44908652010728,153.0404937798927,-27.45178617989272,153.0377941201073,True,spyre,-1,-1,-1,43
"Parking lot, 2559 152nd Ave NE, Redmond, WA 98052, United States",Synergy Building Services,0.0,47.6338276,-122.1382264,47.63517622989271,-122.1367574701072,47.63247657010727,-122.1394571298927,,sbs,-1,-1,-1,-1
"Belfast, UK",Belfast,,54.59728500000001,-5.93012,54.65920999999999,-5.808004599999999,54.53055,-6.04526,,belfast,-1,-1,-1,-1
"Belfast, NY 14711, USA",Belfast,,42.3422691,-78.1124127,42.348065,-78.1028219,42.327359,-78.130737,,belfast,-1,-1,20,-1
"Antrim Rd, Belfast BT15 5GR, United Kingdom",Belfast Castle,4.4,54.6427924,-5.9423279,54.64415127989272,-5.941068070107279,54.64145162010728,-5.943767729892723,False,belfast,-1,-1,-1,-1
"Donegall Square N, Belfast BT1 5GS, United Kingdom",Belfast City Hall,4.6,54.5965028,-5.9300752,54.59789797989271,-5.928811670107277,54.59519832010727,-5.931511329892721,False,belfast,-1,-1,-1,-1
"Belfast, ME 04915, USA",Belfast,,44.4259092,-69.0064234,44.4920211,-68.95526389999999,44.367349,-69.11819109999999,,belfast,-1,-1,20,-1
"Belfast, PA 18064, USA",Belfast,,40.7806523,-75.27795689999999,40.7952429,-75.2660499,40.767468,-75.28697690000001,,belfast,-1,-1,20,-1
"9 Donegall Square N, Belfast BT1 5GB, United Kingdom",Visit Belfast,4.5,54.5973515,-5.9308781,54.59866032989272,-5.929518770107277,54.59596067010727,-5.932218429892721,False,belfast,-1,-1,-1,-1
"Belfast, OH 45133, USA",Belfast,,39.0628455,-83.53241760000002,39.0715086,-83.5164102,39.0541813,-83.548425,,belfast,-1,-1,20,-1
"Belfast, TN, USA",Belfast,,35.4206477,-86.7026253,35.4388443,-86.69043370000001,35.4058141,-86.7233739,,belfast,-1,-1,14,-1
"Belfast, PE C0A 1A0, Canada",Belfast,,46.079401,-62.87848099999999,46.08714029999999,-62.86247359999999,46.0716606,-62.89448839999999,,belfast,-1,-1,-1,-1
