company,link,title,date_,publisher_,source_type_
1000 Mile Travel,https://www.proquest.com/anznews/docview/2675424059/F13D2ABA4A294C28PQ/1?accountid=14649,How to save on travel,"Jun 13, 2022",Nationwide News Pty Ltd,Newspaper
1000 Mile Travel,https://www.proquest.com/anznews/docview/2260974098/F13D2ABA4A294C28PQ/2?accountid=14649,DOWN TO BUSINESS,"Jul 21, 2019",Nationwide News Pty Ltd,Newspaper
1000 Mile Travel,https://www.proquest.com/anznews/docview/2253166254/F13D2ABA4A294C28PQ/3?accountid=14649,DOC HOLIDAY,"Jul 7, 2019",Nationwide News Pty Ltd,Newspaper
1000 Mile Travel,https://www.proquest.com/anznews/docview/2286789407/F13D2ABA4A294C28PQ/4?accountid=14649,DOC HOLIDAY,"Sep 8, 2019",Nationwide News Pty Ltd,Newspaper
1000 Mile Travel,https://www.proquest.com/anznews/docview/2344252368/F13D2ABA4A294C28PQ/5?accountid=14649,Doc Holiday,"Jan 26, 2020",Nationwide News Pty Ltd,Newspaper
Add-Life Technologies,https://www.proquest.com/anznews/docview/2671428188/879A3841442947B9PQ/1?accountid=14649,VR tech brings hope to stroke sufferers,"May 31, 2022",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/2491636114/B180D22D46344E14PQ/1?accountid=14649,Content Watkins out of running,"Feb 21, 2021",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/2491635888/B180D22D46344E14PQ/2?accountid=14649,Content Watkins out of running,"Feb 21, 2021",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/2491629306/B180D22D46344E14PQ/3?accountid=14649,Content Watkins out of running,"Feb 21, 2021",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/2562321219/B180D22D46344E14PQ/4?accountid=14649,Deadline: Did Sydney removalists cop blame for botched interview?,"Aug 17, 2021",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/935043941/B180D22D46344E14PQ/5?accountid=14649,autism Adelaide Angels spread the word,"Mar 24, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/805017776/B180D22D46344E14PQ/6?accountid=14649,Glenelg turns on power against Cardinals,"Nov 7, 2007",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/354922629/B180D22D46344E14PQ/7?accountid=14649,Top team Grove in the groove,"Nov 18, 2009",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/916875187/B180D22D46344E14PQ/8?accountid=14649,Plenty of eyes on baseball action,"Jan 21, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/355604410/B180D22D46344E14PQ/9?accountid=14649,Second blood in Shield: [2 Metro Edition],"Jan 26, 2005",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/926929513/B180D22D46344E14PQ/10?accountid=14649,FRONT ROW Today at the Fringe - Performing Arts,"Mar 10, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/1836022737/B180D22D46344E14PQ/11?accountid=14649,Big bats to test premier,"Nov 5, 2016",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/1641646817/B180D22D46344E14PQ/12?accountid=14649,"Angels, Tigers in early final [Advertiser2 Edition]","Jan 3, 2015",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/354876793/B180D22D46344E14PQ/13?accountid=14649,Angels rising,"Dec 9, 2008",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/926178878/B180D22D46344E14PQ/14?accountid=14649,BASEBALL,"Mar 6, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/918816929/B180D22D46344E14PQ/15?accountid=14649,Gawler Rangers easily,"Jan 31, 2012",Fairfax Media Publications Pty Limited,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/903963296/B180D22D46344E14PQ/16?accountid=14649,Rangers arrive,"Nov 15, 2011",Fairfax Media Publications Pty Limited,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/1095389911/B180D22D46344E14PQ/17?accountid=14649,Teams split on dog park,"Oct 10, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/354899512/B180D22D46344E14PQ/18?accountid=14649,Angel Tom is hot,"Dec 2, 2008",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/900325370/B180D22D46344E14PQ/19?accountid=14649,Juniors swell Angels' ranks 11 teams ready to trumpet,"Oct 26, 2011",News Limited,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/807510799/B180D22D46344E14PQ/20?accountid=14649,Good Molly,"Jan 9, 2008",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/900870841/B180D22D46344E14PQ/21?accountid=14649,Clash of the titans,"Oct 29, 2011",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/354698323/B180D22D46344E14PQ/22?accountid=14649,Magpies show solid credentials,"Nov 3, 2009",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/1749010840/B180D22D46344E14PQ/23?accountid=14649,Magpies swoop into second,"Dec 16, 2015",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/354730573/B180D22D46344E14PQ/24?accountid=14649,North face Magpies in round two,"Oct 17, 2009",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/915825332/B180D22D46344E14PQ/25?accountid=14649,Two top clashes in one,"Jan 14, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/762475318/B180D22D46344E14PQ/26?accountid=14649,Top six set to be split up,"Nov 6, 2010",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/356086838/B180D22D46344E14PQ/27?accountid=14649,Angels ready for Indians: [2 - METRO Edition],"Mar 22, 2002",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/926755913/B180D22D46344E14PQ/28?accountid=14649,FRONT ROW Today at the Fringe - Performing Arts,"Mar 9, 2012",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/872629038/B180D22D46344E14PQ/29?accountid=14649,SA keen to break Claxton drought: [2 FINAL Edition],"Jan 26, 2003",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/2044416143/B180D22D46344E14PQ/30?accountid=14649,Eyes on the long run,"May 27, 2018",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/899637911/B180D22D46344E14PQ/31?accountid=14649,BASEBALL,"Oct 22, 2011",Nationwide News Pty Ltd,Newspaper
Adelaide Angels,https://www.proquest.com/anznews/docview/1012159641/B180D22D46344E14PQ/32?accountid=14649,SA stars to light up Gold Coast,"May 9, 2012",Nationwide News Pty Ltd,Newspaper
