tech,link,title,date_,publisher_,source_type_,business_index_term
neuroplasticity,https://www.proquest.com/anznews/docview/2714777278/181AD976D1DF4FFBPQ/1?accountid=14649,START-UPS WITH THE LOT,"Sep 17, 2022",Nationwide News Pty Ltd,Newspaper,"['Machine learning;', 'Entrepreneurs;', 'Entrepreneurship;', 'Artificial intelligence;', 'Startups;', 'Social networks']"
neuroplasticity,https://www.proquest.com/anznews/docview/2714778129/181AD976D1DF4FFBPQ/2?accountid=14649,SA’S 22 START-UPS TO WATCH,"Sep 17, 2022",Nationwide News Pty Ltd,Newspaper,"['Machine learning;', 'Startups;', 'Employees;', 'Biotechnology industry']"
neuroplasticity,https://www.proquest.com/anznews/docview/2674518228/181AD976D1DF4FFBPQ/3?accountid=14649,Music as medicine,"Jun 10, 2022",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2701973119/181AD976D1DF4FFBPQ/4?accountid=14649,Chalking it up to experience,"Aug 15, 2022",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2671428188/181AD976D1DF4FFBPQ/5?accountid=14649,VR tech brings hope to stroke sufferers,"May 31, 2022",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2701299026/181AD976D1DF4FFBPQ/6?accountid=14649,Cold showers and icy plunges each morning? They’re worth it. Here’s why...,"Aug 14, 2022",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2569564312/181AD976D1DF4FFBPQ/7?accountid=14649,University of Adelaide Tall Poppy Award winner’s trick to woo oysters to Glenelg Reef,"Sep 6, 2021",Nationwide News Pty Ltd,Newspaper,['Elevator pitch']
neuroplasticity,https://www.proquest.com/anznews/docview/2476929498/181AD976D1DF4FFBPQ/8?accountid=14649,EXERCISE YOUR GREY MATTER,"Jan 13, 2021",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2499531824/181AD976D1DF4FFBPQ/9?accountid=14649,"Yes, you can train your brain","Mar 11, 2021",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2563017064/181AD976D1DF4FFBPQ/10?accountid=14649,“There is no magic solution to chronic pain. But there is hope”,"Aug 22, 2021",Nationwide News Pty Ltd,Newspaper,
neuroplasticity,https://www.proquest.com/anznews/docview/2457763571/181AD976D1DF4FFBPQ/11?accountid=14649,Why reading’s in our good books,"Nov 6, 2020",Nationwide News Pty Ltd,Newspaper,
