company,link,title,date_,publisher_,source_type_
IO Energy,https://www.proquest.com/anznews/docview/2587380733/A0B10D0FBA554864PQ/7?accountid=14649,Power of savings from renewables,"Oct 29, 2021",Nationwide News Pty Ltd,Newspaper
IO Energy,https://www.proquest.com/anznews/docview/2570219526/A0B10D0FBA554864PQ/8?accountid=14649,Switch for cheap power,"Sep 9, 2021",Nationwide News Pty Ltd,Newspaper
Joey Crowd,https://www.proquest.com/anznews/docview/2064916956/8564CF0820E4C85PQ/1?accountid=14649,OFF THE DRAWING BOARD INTO REALITY: INVENTION’S BROUGHT TO LIFE AT FLINDERS,"Jul 7, 2018",Nationwide News Pty Ltd,Newspaper
Landmark Media,https://www.proquest.com/anznews/docview/1283315462/E8681D0958BE452DPQ/1?accountid=14649,Buffett has confidence in future of newspapers,"Feb 2, 2013",Nationwide News Pty Ltd,Newspaper
Landmark Media,https://www.proquest.com/anznews/docview/1925233921/E8681D0958BE452DPQ/2?accountid=14649,Double vision as new era kicks off,"Aug 3, 2017",Nationwide News Pty Ltd,Newspaper
Landmark Media,https://www.proquest.com/anznews/docview/365311220/E8681D0958BE452DPQ/3?accountid=14649,Mixed signals; COVER STORY,"May 5, 2007",Fairfax Digital,Newspaper
Landmark Media,https://www.proquest.com/anznews/docview/450620570/E8681D0958BE452DPQ/4?accountid=14649,Main Stories in today's Australian newspapers,"Nov 9, 2005",Australian Associated Press Pty Limited,Wire Feed
Lateral Vision,https://www.proquest.com/anznews/docview/2116889057/ABEE11568F674EC0PQ/1?accountid=14649,Virtual view of training,"Oct 9, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2064916956/ABEE11568F674EC0PQ/2?accountid=14649,OFF THE DRAWING BOARD INTO REALITY: INVENTION’S BROUGHT TO LIFE AT FLINDERS,"Jul 7, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2032731465/ABEE11568F674EC0PQ/3?accountid=14649,TAKE A CHANCE ON ME,"Apr 28, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/360558048/ABEE11568F674EC0PQ/4?accountid=14649,The beauty behind Fletcher: [1 FIRST Edition],"May 28, 2004",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/353283985/ABEE11568F674EC0PQ/5?accountid=14649,How they played for their new teams: [1 Edition],"Apr 2, 2003",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/353281675/ABEE11568F674EC0PQ/6?accountid=14649,How they played for their new teams: [1 - Edition],"Apr 2, 2003",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2116889074/ABEE11568F674EC0PQ/7?accountid=14649,VR ready for the future,"Oct 9, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2260597536/ABEE11568F674EC0PQ/8?accountid=14649,School means business with firms on campus,"Jul 22, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2266409919/ABEE11568F674EC0PQ/9?accountid=14649,School means business,"Jul 31, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/364241582/ABEE11568F674EC0PQ/10?accountid=14649,Hints and glimpses not enough,"Aug 15, 2009",Fairfax Digital,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2283125351/ABEE11568F674EC0PQ/11?accountid=14649,Calling rural entrepreneurs,"Sep 3, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2087628842/ABEE11568F674EC0PQ/12?accountid=14649,Mentoring the creative leaders of tomorrow,"Aug 14, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/364237753/ABEE11568F674EC0PQ/13?accountid=14649,Hawthorn finally runs out of excuses: FOOTBALL,"Aug 15, 2009",Fairfax Digital,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2258227565/ABEE11568F674EC0PQ/14?accountid=14649,VICE-REGAL,"Jul 17, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2260598357/ABEE11568F674EC0PQ/15?accountid=14649,The Advertiser Benefit of business on campus,"Jul 22, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2085001753/ABEE11568F674EC0PQ/16?accountid=14649,Effort rewarded in reality,"Aug 9, 2018",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2306806732/ABEE11568F674EC0PQ/17?accountid=14649,Lofty goals for new app,"Oct 20, 2019",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/1223827274/ABEE11568F674EC0PQ/18?accountid=14649,Nurse's death prompts calls for true investigation,"Dec 11, 2012",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/1884182185/ABEE11568F674EC0PQ/19?accountid=14649,Common sensors,"Mar 25, 2017",Nationwide News Pty Ltd,Newspaper
Lateral Vision,https://www.proquest.com/anznews/docview/2309555222/ABEE11568F674EC0PQ/20?accountid=14649,Lofty goals for new visitor app,"Oct 30, 2019",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2562603202/D8D783C053E244C4PQ/1?accountid=14649,"SA police news: Man left with serious injuries after assault, car theft at Paralowie","Aug 18, 2021",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2562985867/D8D783C053E244C4PQ/2?accountid=14649,SA police news: Mercedes driver busted at 197km/h on Princes Highway | Car torched after northern suburbs pursuit,"Aug 20, 2021",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2561713248/D8D783C053E244C4PQ/3?accountid=14649,"SA police news: Shotgun, machete used in CBD hold-up | Bus causes delays on Port Rd after crashing into traffic lights","Aug 16, 2021",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2448018118/D8D783C053E244C4PQ/4?accountid=14649,MAN WHO STOPS A NATION,"Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2448018070/D8D783C053E244C4PQ/5?accountid=14649,MAN WHO STOPS A NATION,"Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2448220502/D8D783C053E244C4PQ/6?accountid=14649,HARD-HITTING HERO OF PNG INSPIRES NEXT GEN,"Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2448017778/D8D783C053E244C4PQ/7?accountid=14649,HARD-HITTING HERO OF PNG INSPIRES NEXT GEN,"Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2448017997/D8D783C053E244C4PQ/8?accountid=14649,HARD-HITTING HERO OF PNG INSPIRES NEXT GEN,"Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/2544976073/D8D783C053E244C4PQ/9?accountid=14649,THEY SAY IT'S MY BIRTHDAY,"Jun 27, 2021",Nationwide News Pty Ltd,Newspaper
LEVO,https://www.proquest.com/anznews/docview/1016041527/D8D783C053E244C4PQ/10?accountid=14649,LETTERS FROM READERS.,"Oct 10, 2001",Fairfax Media Publications Pty Limited,Newspaper
LEVO,https://www.proquest.com/anznews/docview/1016077039/D8D783C053E244C4PQ/11?accountid=14649,Drug Addiction Needs Medical Solutions,"Jul 31, 2001",Fairfax Media Publications Pty Limited,Newspaper
Link4,https://www.proquest.com/anznews/docview/1793936297/B9BC5B4EE44C4223PQ/1?accountid=14649,Hi-tech start-ups pitch for cash prize jackpot,"Jun 7, 2016",Nationwide News Pty Ltd,Newspaper
Link4,https://www.proquest.com/anznews/docview/1942744099/B9BC5B4EE44C4223PQ/2?accountid=14649,SA venture makes a pitch for big league,"Sep 27, 2017",Nationwide News Pty Ltd,Newspaper
Link4,https://www.proquest.com/anznews/docview/2071659734/B9BC5B4EE44C4223PQ/3?accountid=14649,Local start ups head to UK for inspiration,"Jul 20, 2018",Nationwide News Pty Ltd,Newspaper
Link4,https://www.proquest.com/anznews/docview/1812923451/B9BC5B4EE44C4223PQ/4?accountid=14649,Winning ideas cash in on equity funding pool,"Aug 23, 2016",Nationwide News Pty Ltd,Newspaper
Link4,https://www.proquest.com/anznews/docview/1794956723/B9BC5B4EE44C4223PQ/5?accountid=14649,Bluethumb's pitch down to a fine art,"Jun 10, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1440253366/126A99EB618D40A7PQ/1?accountid=14649,NBL SEASON PREVIEW 2013-14,"Oct 10, 2013",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1000439232/126A99EB618D40A7PQ/2?accountid=14649,BUSINESS DIARY Advantage Adelaide SA,"Apr 17, 2012",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1034267728/126A99EB618D40A7PQ/3?accountid=14649,BUSINESS DIARY Advantage Adelaide (SA),"Aug 21, 2012",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1115032595/126A99EB618D40A7PQ/4?accountid=14649,Hawks plan to be mobile: NBL,"Oct 26, 2012",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/355504805/126A99EB618D40A7PQ/5?accountid=14649,School's out for summer: [1 State Edition],"Oct 29, 2005",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1496549505/126A99EB618D40A7PQ/6?accountid=14649,Hawks claw back table leaders,"Feb 10, 2014",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1440916443/126A99EB618D40A7PQ/7?accountid=14649,Old soldier Bruton won't fade away,"Oct 10, 2013",Stuff Limited,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1807708706/126A99EB618D40A7PQ/8?accountid=14649,Town backs Trengove,"Jul 31, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1932415122/126A99EB618D40A7PQ/9?accountid=14649,Five straight for top force Pioneers,"Aug 27, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1961859597/126A99EB618D40A7PQ/10?accountid=14649,SA WEEKEND CONFIDENTIAL,"Nov 4, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1863912476/126A99EB618D40A7PQ/11?accountid=14649,"Tempo may be problem, says Gordie","Feb 3, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1956538983/126A99EB618D40A7PQ/12?accountid=14649,Women’s footy primed to expand,"Oct 29, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1924264243/126A99EB618D40A7PQ/13?accountid=14649,Pioneers show grit to steal victory,"Jul 30, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1440287137/126A99EB618D40A7PQ/14?accountid=14649,Rookie a Tiger reborn: Basketball,"Oct 10, 2013",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1861695021/126A99EB618D40A7PQ/15?accountid=14649,La Boca Up Late launch,"Jan 14, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/252293377/126A99EB618D40A7PQ/16?accountid=14649,Google a must for online advertising,"May 11, 2010",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1850794916/126A99EB618D40A7PQ/17?accountid=14649,Out & About,"Dec 21, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1881134716/126A99EB618D40A7PQ/18?accountid=14649,Essential tips for DIY sites,"Mar 28, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/855954985/126A99EB618D40A7PQ/19?accountid=14649,Web designers boom in a fast-changing world,"Mar 10, 2011",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/2069450135/126A99EB618D40A7PQ/20?accountid=14649,Second-half fade-out costs Pioneers,"Jul 15, 2018",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1197601598/126A99EB618D40A7PQ/21?accountid=14649,Free online presence is relegated to history,"Nov 27, 2012",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1936850509/126A99EB618D40A7PQ/22?accountid=14649,Triple treat for Pioneers in SEABL,"Sep 10, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1869560529/126A99EB618D40A7PQ/23?accountid=14649,Coach has high hopes for imports,"Feb 19, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1965628309/126A99EB618D40A7PQ/24?accountid=14649,Demons tipped for Barber Shield,"Nov 19, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/2048594627/126A99EB618D40A7PQ/25?accountid=14649,Pair of big losses hit the Pioneers,"Jun 3, 2018",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1922194783/126A99EB618D40A7PQ/26?accountid=14649,Women’s footy league off to a flyer,"Jul 23, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/2031767728/126A99EB618D40A7PQ/27?accountid=14649,Egan sparks Tigers’ Anzac triumph,"Apr 29, 2018",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1816346145/126A99EB618D40A7PQ/28?accountid=14649,Pioneers rewrite the record books,"Sep 4, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/2065445238/126A99EB618D40A7PQ/29?accountid=14649,Pioneers nab win in capital thriller,"Jul 8, 2018",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1917011921/126A99EB618D40A7PQ/30?accountid=14649,Squad’s showing Merrett worthy,"Jul 9, 2017",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1989225093/126A99EB618D40A7PQ/31?accountid=14649,One-day finals spots on the line,"Jan 21, 2018",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1806243523/126A99EB618D40A7PQ/32?accountid=14649,Pioneers smash Sabres,"Jul 24, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1757280893/126A99EB618D40A7PQ/33?accountid=14649,Mt Gambier centre of country action,"Jan 17, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1781344992/126A99EB618D40A7PQ/34?accountid=14649,West Gambier brings home cup,"Apr 17, 2016",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1239031574/126A99EB618D40A7PQ/35?accountid=14649,Vox pop,"Dec 17, 2012",Nationwide News Pty Ltd,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1735916523/126A99EB618D40A7PQ/36?accountid=14649,Undermanned Hawks beat Kings in NBL,"Nov 25, 2015",Australian Associated Press Pty Limited,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1442057889/126A99EB618D40A7PQ/37?accountid=14649,Hawks lament failure to score,"Oct 12, 2013",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1642434997/126A99EB618D40A7PQ/38?accountid=14649,Adnam on board for bright future with Wollongong,"Oct 18, 2014",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/356686728/126A99EB618D40A7PQ/39?accountid=14649,Snakes keep the home fires burning on a good day for Tigers: IN THE SHEDS,"Jun 2, 2010",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/363911119/126A99EB618D40A7PQ/40?accountid=14649,Excess baggage: [Late Edition],"Sep 13, 2003",Fairfax Digital,Newspaper
Luke Jamieson,https://www.proquest.com/anznews/docview/1735869511/126A99EB618D40A7PQ/41?accountid=14649,Undermanned Hawks beat Kings in NBL,"Nov 25, 2015",Australian Associated Press Pty Limited,Wire Feed
