Beach_FID,alpha_3
1,4.433510439159506
2,4.956033453482615
3,4.817805710795297
4,4.287586583846618
5,4.038158231059624
6,5.3379342105373375
7,5.209877154976559
8,5.62196993824409
9,5.933953317384029
10,4.6524262191517325
11,5.12420228325826
12,5.217137473996972
13,5.734850674213965
14,4.461642169908244
15,3.274690793914628
16,4.803864645646825
17,3.7481053509051487
18,4.344854423199547
19,4.209529163575401
20,3.675817922162049
21,4.418638500141906
22,4.690589166101393
23,4.323608460246464
24,5.222438750033269
25,5.249262177956673
26,3.5033286460066106
27,5.053601040731272
28,5.813316527583581
29,5.731694666737331
30,5.149988657629981
31,4.709223501933507
32,5.592141032286587
33,5.525483843339699
34,3.616299550332558
35,3.5211827829761178
36,3.1148425347290503
37,4.499116719453462
38,4.299494994422502
39,4.066398034672153
40,4.374210482848872
41,4.460570275610121
42,4.102128992508992
43,4.331088790224391
44,4.522952165164941
45,4.701620056813981
46,4.572542965830774
47,4.211897136149135
48,2.431034976674732
49,2.987422373499103
50,3.5030956940841183
51,3.3966066306190883
52,3.0540385728669444
53,2.329074638797981
54,2.5022222110464485
55,2.7149851185140914
56,3.116383844892336
57,3.773226904180802
58,3.4031027770954196
59,3.3259775773297595
60,3.672593709303848
61,2.5411410299402597
62,2.4759638899102345
63,2.4452479946710426
64,2.3911850376338255
65,2.777885954107324
66,4.100452953206635
67,2.2373824918019385
68,3.6437017769401456
69,3.667384188415142
70,1.605484723294621
71,3.490448977864986
72,3.681705997144222
73,2.5593682024326077
74,3.8683707462506334
75,2.859764621365063
76,3.165263427176267
77,5.174006765804158
78,4.715389202964016
79,2.757185426243801
80,3.631885980652803
81,2.9850939696548
82,3.0390365843467793
83,1.9222145352050573
84,2.9158739556125575
85,2.6757048159121393
86,2.0070086783994228
87,3.7598543119400425
88,3.7153230484900814
89,3.6278825694048065
90,3.7107937353174667
91,1.1902400165227651
92,2.8219363140902627
93,3.2770126447439787
94,1.7453968660926398
95,3.1848230062489478
96,4.316568770623597
97,4.183438617346316
98,4.218327935260423
99,2.6028801456647996
100,2.9564974352003044
101,2.3528095740974733
102,3.025556545649892
103,2.633488011339038
104,1.7407148456760195
105,2.5725144764314245
106,3.3191352555870086
107,3.1759594896247587
108,2.5585901782015914
